"","QBC-092","QBC-256","QBC-107","QBC-171","QPRC-110","QBC-240","QPRC-019","QBC-183","QBC-086","QPRC-039","QBC-232","QPRC-104","QBC-119","QBC-269","QBC-247","QBC-031","QBC-268","QBC-173","QBC-210","QPRC-108","QPRC-115","QIGR-005","QBC-264","QBC-286","QPRC-012","QPRC-106","QBC-205","QBC-046","QBC-018","QBC-170","QBC-174","QBC-035","QBC-064","QBC-179","QBC-280","QBC-166","QBC-267","QBC-015","QPRC-101","QBC-242","QBC-241","QBC-038","QBC-008","QBC-229","QPRC-047","QBC-080","QPRC-008","QBC-260","QBC-298","QBC-095","QPRC-064","QBC-003","QBC-294","QBC-270","QBC-058","QBC-207","QPRC-005","QBC-243","QBC-049","QIGR-026","QBC-239","QBC-200","QBC-051","QBC-178","QBC-017","QBC-139","QBC-062","QPRC-059","QBC-252","QPRC-025","QBC-078","QBC-262","QBC-204","QPRC-010","QPRC-021","QPRC-096","QPRC-116","QBC-251","QBC-213","QBC-303","QBC-002","QBC-263","QPRC-060","QBC-023","QBC-255","QPRC-102","QPRC-003","QPRC-006","QPRC-041","QBC-203","QBC-223","QBC-246","QBC-284","QBC-289","QPRC-048","QBC-272","QBC-167","QBC-105","QBC-141","QBC-261","QBC-299","QBC-192","QBC-001","QBC-287","QBC-036","QBC-254","QBC-053","QPRC-009","QBC-257","QBC-212","QBC-165","QPRC-007","QBC-054_r1","QBC-258","QPRC-120","QBC-222","QBC-233","QBC-043","QBC-024","QPRC-111","QBC-020","QBC-244","QBC-206","QBC-216","QPRC-013","QBC-014","QBC-285","QIGR-009","QBC-126","QBC-016","QPRC-004","QBC-077","QBC-228","QBC-201","QBC-276","QPRC-042","QBC-159","QBC-044","QPRC-105","QBC-296","QBC-209","QBC-250","QBC-235","QBC-265","QBC-113","QBC-019","QBC-277","QPRC-095","QBC-068","QIGR-042","QBC-288","QBC-211","QBC-104","QPRC-098","QBC-278","QBC-197"
"QBC-232",0,0,0.00216742243643339,0,0,0,0,0,0.0034575705255868,0,0.5,0,0,0,0,0,0,0.00222965453406961,0,0,0.00257348445408362,0.00319362923206447,0.00276024448268482,0,0,0.00454612987111133,0,0.00370814648993849,0,0,0.00326054855805966,0,0,0,0.00371155629160722,0,0,0,0,0,0,0,0.00622108425993855,0,0,0.00863119099810494,0,0.00241940119290189,0,0.00243892196401092,0,0,0,0,0,0,0.0026444803515017,0,0.00729215661274761,0,0,0.00504680888248823,0.00205763169055349,0,0,0.0217088616102739,0.00410478559144379,0,0,0,0,0,0,0,0,0,0,0,0.00833372075356152,0.00281372175726425,0,0.00186137556085672,0,0,0,0,0.00211247144759298,0,0,0.00382669325906957,0,0.00263618815981598,0,0,0,0.006986772081398,0,0,0,0,0.00399188511883486,0,0.00197755071903603,0,0,0,0,0,0.00307672756722171,0,0,0.00350201276437318,0,0,0,0.00963644698158026,0,0,0,0,0.00396925709630233,0,0.005391308685898,0,0,0,0,0.00701362537231057,0,0.00176299725415745,0,0,0,0.00214286722716113,0,0,0,0,0.00337950409208872,0,0.00310414342945014,0,0.0077193995641195,0,0,0,0.00349586318132158,0,0,0.00240802308251958,0,0,0,0,0,0
"QPRC-104",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.00197567216930499,0,0.00337140703135774,0,0.00227659418222525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156198564205836,0,0,0,0,0.00309631440189097,0,0,0,0.00190223072106414,0,0,0.0019006027013218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135041033312932,0.00154221086262348,0,0,0,0,0,0,0,0.00365983261627616,0,0,0.0068533244843547,0,0,0,0.00209950995128888,0.00540584317433436,0,0,0,0.00304699840735935,0,0,0,0,0,0,0.00189376486791642,0.00182388459591773,0,0,0.00319902560514452,0.00223320138834312,0,0,0.00238076827369973,0,0,0.00340505976508149,0,0,0,0,0,0.00371542755945488,0,0,0,0,0.00190729095935318,0,0,0,0,0,0,0.00276913126241979,0,0,0,0.0068942930347497,0,0,0,0,0,0,0,0,0,0,0.0025623329970041,0,0,0,0,0,0,0,0,0,0,0.00652585099440233,0.00123689079881349,0
"QBC-119",0.00533043165166368,0,0,0,0,0.00785231715709646,0,0,0,0.00444511778684049,0,0,0.5,0,0.0313874915937298,0,0.0572520423765787,0,0.0540039801859117,0,0,0,0,0,0,0.00209179200325585,0,0,0.0326637072897442,0.00818969367363053,0,0,0,0.0372135054936538,0,0,0,0,0,0,0.00567340178221496,0.0152437684051496,0,0,0,0,0,0,0,0,0,0.0333440055618424,0,0.0214266597812757,0.0108218280881409,0,0,0,0,0,0,0,0,0,0.0346614875149399,0,0,0,0,0,0,0,0,0.050418850233741,0.00491954071176629,0,0.0486571499368811,0,0,0,0,0,0,0,0.0543525363265265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798125523714467,0,0,0,0,0.00283111820734538,0,0,0,0.0164572008771922,0,0.00371789642931813,0,0,0,0,0.057345839012032,0,0,0,0.0463747174389943,0,0.00268044137355102,0,0.0100560464659319,0,0,0,0,0.00206407314675379,0,0,0,0,0,0.0159024126486302,0.00512009081154814,0,0,0,0.0513880043386434,0,0.0495216669467061,0.00404593791110236,0.0287491646516527,0,0,0.00923521592609251,0,0,0,0.0137550761975708,0,0,0.0123470336041389
"QBC-269",0,0,0,0.00340077323790978,0,0,0.0321260929382777,0.00662087339459186,0,0,0,0,0,0.5,0,0,0,0,0,0,0.00508590227996448,0,0,0.0228947991412975,0,0,0,0.00437125708249543,0,0,0.00122775685275702,0.00318187345746595,0,0,0.0366795157712638,0,0,0,0,0,0,0,0,0.00333719719627279,0,0,0,0,0.00494356454266251,0.00371645515062656,0.0236949566481836,0,0.00624133630055608,0,0,0,0.0245375387430843,0,0,0,0,0.00813764632908727,0.0459992033583073,0,0,0,0,0.0284133195243572,0.0184537099682647,0,0,0.00529796407133134,0.00219404100798884,0,0,0.0292405376355275,0,0,0,0.00757867607723964,0,0.00226632861783376,0.00347886658258485,0.0050318995925144,0,0,0,0.00370779339109773,0.026468502687343,0,0.00210046189018493,0.0053316279887036,0,0,0.0304911685552201,0.00207240494660686,0,0.00237905371845297,0.0265140630873622,0,0,0,0,0,0.00265146100937392,0,0,0.0260924842984669,0.00213026801489202,0,0,0.00154556032404526,0,0,0.0229056724409658,0.00117740950549743,0,0,0,0.00352525988266906,0,0,0,0,0.0232438368083375,0,0.00357524189094412,0,0.0296167408549134,0,0,0,0,0.0304145290771475,0,0.028657714772192,0,0,0,0,0.00222937850403854,0,0.0115324760427407,0,0,0,0.00311869085028764,0,0,0.00489381377555312,0.00531460448959645,0.0304082795483921,0,0,0,0
"QBC-247",0.00447874368798717,0,0,0.00347130271774117,0,0.0131410962060363,0,0,0,0.0061739222311481,0,0,0.0313874915937298,0,0.5,0,0.0391457354490956,0,0.042503427336193,0.00198125987661044,0,0,0,0,0,0,0,0,0.0228838190636895,0.00872272973993328,0,0,0,0.0311320808682378,0,0,0,0,0,0.0172615952526309,0.0171223207468237,0.015219400570108,0,0,0,0,0,0,0,0,0,0.0245975740332798,0,0.0147811264837471,0.0141742981927339,0,0,0,0,0,0,0,0,0,0.0274705489283835,0,0,0,0,0,0,0,0,0.0321357176375948,0.0160106462867647,0,0.0306554794550375,0,0,0,0.00204057686761457,0,0,0,0.0374036030851207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052986839830205,0,0,0,0,0.00194333259980363,0,0,0,0.00963603255231005,0,0.00406722677351259,0,0,0,0.00215358363259982,0.0400652902956189,0,0,0,0.0316259801431111,0,0.00141466421616382,0,0.00932522244093495,0,0,0,0,0.0131752697090564,0,0.00258774106652983,0,0,0,0.00927321333882719,0.021538806358822,0,0,0,0.0377891797045525,0,0.034673563655716,0.00370751222896106,0.015187633788784,0,0,0.0120943943523075,0,0,0,0.00861080828623944,0,0,0.00645727370267471
"QBC-031",0,0,0,0,0,0,0,0,0,0,0,0.00197567216930499,0,0,0,0.5,0,0.00245448692928549,0,0,0.00347292754533635,0,0,0,0,0,0.00109172413537158,0,0,0,0.00371441454721575,0,0,0,0,0,0.00467790670599269,0,0,0,0,0,0.00260598142779077,0.00371136733961316,0,0.0035514132644043,0,0.00243927841259485,0,0.0192899653338345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371274360777473,0,0,0,0.0180463377083383,0,0,0,0,0,0,0.00239868486099169,0.00371207226291208,0,0,0.00363299557654621,0.00319431502425122,0,0,0,0.00453448631330026,0.00204013772384964,0,0,0.00371614436411841,0,0,0,0.00224174569357347,0,0,0.00236245345223382,0,0.00310196557023063,0,0,0,0.0031155834333764,0,0,0,0,0,0,0.00196264234019397,0,0,0,0.00370917119114735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193961195802136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295717166129317,0,0,0,0.00268240332729958,0,0,0,0
"QBC-268",0.0042446191893479,0,0,0,0,0.0127216560892997,0,0,0,0.00569986667225501,0,0,0.0572520423765787,0,0.0391457354490956,0,0.5,0,0.0820028814834709,0,0,0,0,0,0,0.00291269157415105,0,0,0.0492287447365699,0.00641235441127937,0,0,0,0.0582377376025481,0,0.00160051754233711,0,0,0,0.000848243935496449,0,0.0187446491045991,0,0,0,0,0,0,0,0,0,0.039452575758013,0,0.0355584856036235,0.0111425766627948,0,0,0,0,0,0,0,0,0,0.0552692331406802,0,0,0,0,0,0,0,0,0.0814946386770098,0,0,0.0681322479217739,0,0,0,0,0,0,0,0.118588136497867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126405220608003,0,0,0,0,0,0,0,0.00289431481961879,0.0166901803073893,0,0.0070055500807545,0,0,0,0,0.0911980593778789,0,0,0,0.064891936874778,0,0,0,0.00466038650174736,0,0,0,0,0,0,0,0,0,0,0.0238907361190949,0,0,0,0,0.0816856721873133,0,0.0881251774133892,0.00471485647881188,0.0473812821934175,0,0,0.0171235944013842,0,0,0,0.0197972416886023,0,0.00446756181928029,0.0196391249876632
"QBC-173",0,0.00332298375944458,0,0,0,0,0,0.00713834377256123,0,0,0.00222965453406961,0.00337140703135774,0,0,0,0.00245448692928549,0,0.5,0,0,0.00250133639833901,0.00448464499966277,0.00685438888076165,0.00371227893743397,0,0,0.00368561658107517,0.00244727649833369,0,0,0.013267255020398,0.00371200451801336,0,0,0.00352977328777365,0,0.00715217664406655,0,0.0210602509332904,0,0,0,0,0.00237219303612418,0.00462745968119141,0,0,0.00233409289771694,0.00683761444416784,0.00433379420392316,0.00257687499730958,0,0,0,0,0.00188017529977294,0.00340184524253316,0,0.00371278539709624,0,0,0.00370817912291733,0.00371294900160996,0,0,0,0.00309427360621606,0.00269953219828623,0,0,0.00316174545630948,0.00310335949676969,0.00371145798058147,0,0,0,0,0,0.00371354728594673,0,0,0.00207180681859862,0.00640122170667202,0.00284139577355495,0,0,0,0.00350735630719276,0.00371198220181794,0.00334129779888639,0,0.00264066163205524,0,0,0.00370982599657847,0.00456817078663667,0,0.0037141436068673,0,0.00311745144123012,0.00326597629425185,0,0,0.00390219191696272,0.00258832362429807,0,0,0.00210485592233375,0.00168260854748742,0,0.00186795314461631,0.00371429859080785,0,0,0.0018548150010308,0.00332728776339818,0,0,0,0.00352882845377589,0.00305275848188818,0,0.00258101662826494,0,0,0,0,0.00385200205087518,0,0.00355134109422824,0,0.00138881443253973,0,0.00369972221611861,0.0033881241373857,0.00304842649092953,0,0,0,0,0.00327569098446516,0,0.00266404227088054,0,0,0,0.00310259872859783,0.0018669756662096,0,0.00604263560824586,0.00212041141402136,0.0037114604828575,0,0,0.00166430525551231,0
"QBC-210",0.00208465779988657,0,0,0,0,0.00892103093133528,0,0,0,0.00803884331818452,0,0,0.0540039801859117,0,0.042503427336193,0,0.0820028814834709,0,0.5,0,0,0,0,0,0,0.0046293809953575,0,0,0.0484283102961102,0.0134722159644304,0,0,0,0.0538662060332259,0,0,0,0,0,0.00159678124884665,0,0.0159860275399532,0,0,0,0,0,0,0,0,0,0.0389707689660773,0,0.0335406556712255,0.00971971727791998,0,0,0,0,0,0,0,0,0,0.0490746001421278,0,0,0,0,0,0,0,0,0.0761104801957486,0,0,0.0637439447134651,0,0,0,0,0,0,0,0.075132976765494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114795767339015,0,0,0,0,0.00174557052017293,0,0,0.00403980555988821,0.0190784172807881,0,0.00449748198360651,0,0,0,0,0.0797951425450005,0,0,0,0.0626283217306741,0,0,0,0.00712439157302145,0,0,0,0,0,0,0,0,0,0,0.0258523969064133,0,0,0.00216437929604562,0,0.0790281046388599,0,0.0722922529653156,0.00461784469003809,0.0350733532359421,0,0,0.017625932984101,0,0,0,0.0191364578853265,0,0,0.015518424160355
"QPRC-108",0,0,0,0.00206662269851256,0.00912036091505856,0,0,0,0.00699529601269974,0,0,0.00227659418222525,0,0,0.00198125987661044,0,0,0,0,0.5,0,0,0,0,0.00371607333670066,0,0.00644479313166413,0,0,0.0039107063202149,0,0,0.0016372246829696,0,0,0,0,0.00606664750006506,0,0.00780552710527275,0.0114426916459617,0,0,0,0,0,0.00749695881195424,0.00291911492449872,0,0,0,0,0,0,0,0.0116325501846431,0,0,0,0.00258677485451749,0.00715846584416574,0,0,0.00548635980301286,0,0,0,0,0,0.0101796434968561,0.00195270163115846,0,0,0,0.0050476860783592,0,0,0,0,0,0.0134003399034416,0,0,0,0,0,0.0121374474617378,0,0,0,0,0,0.0115264636185436,0.0134388879954567,0,0,0.00340494282440736,0.00259691884338594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118725317681169,0,0,0.010354369839775,0,0.0138700350508486,0,0,0,0.00454270941510026,0.00470233470585259,0,0.0049856211657453,0,0,0,0.00204748717389906,0.00399897424438465,0,0.0205833278267284,0,0,0,0,0.00806885526388904,0,0,0,0,0,0,0,0,0,0.00508642607601539,0,0,0,0,0,0,0,0
"QPRC-115",0,0.00395155652998275,0.00603101472983777,0,0,0,0,0.00617889083134525,0,0,0.00257348445408362,0,0,0.00508590227996448,0,0.00347292754533635,0,0.00250133639833901,0,0,0.5,0.00306416064503469,0.00457104902325325,0.00885344160922117,0,0,0,0.0069143577135716,0,0,0.00371041702204259,0.0188176823417182,0,0,0.00395181931120489,0,0.0400512541475952,0,0.00186140007356099,0,0,0,0,0.00336708044295654,0,0.0049673298778634,0,0.00245601092131168,0.0192839220817492,0.00477792128113194,0.00731062571920811,0,0,0,0,0,0.00744821127017072,0,0.00646651236523472,0,0,0.00337949072208187,0.00333644955980731,0,0,0,0.00761837400215028,0.00436022916942852,0.00488636551636002,0,0,0.00685377874737551,0.00497283864837554,0,0,0.00623730308273224,0,0,0.00509421954062694,0.00871023366397794,0,0.00432750880994825,0.00547704071208624,0.0056088258326842,0,0,0,0,0.0125829146683449,0.00770692933460054,0,0.00439520287887786,0,0,0.0020625412781314,0.00424595500612345,0,0.00184995325795653,0.0117686030265978,0.00378315274093762,0.0037184521782003,0,0,0.00318716092713815,0.00417368849207039,0,0,0.0026977975491125,0.0046401128293837,0,0,0.00248025696511403,0,0,0.00503832754597673,0.0127512325763992,0,0,0,0.002412508570232,0,0,0,0,0.00371749100118779,0,0,0.00216543878957939,0.00660922099295847,0.00371382246924398,0,0,0,0.00371543294930593,0.00686828744459885,0.00596855892761872,0,0,0,0,0,0,0.00994744389276906,0,0,0,0.0044594147575339,0,0,0,0,0,0,0,0,0
"QIGR-005",0,0.00556048093605539,0.00530633831990665,0,0,0,0,0,0,0,0.00319362923206447,0,0,0,0,0,0,0.00448464499966277,0,0,0.00306416064503469,0.5,0,0,0,0,0,0.00365427735688975,0,0,0,0.00253162741893493,0,0,0,0,0,0,0.00310537004311038,0,0,0,0,0,0,0.00532300606331642,0,0,0,0.00425310628471134,0,0,0,0,0,0,0,0,0.00753916154581818,0.00501635688086418,0,0.0064011252078892,0,0,0,0.00418711071985001,0.00711040742156012,0.00337651987343985,0,0,0,0.00234273375565242,0.0046750111890445,0,0,0,0,0,0.0037118247536121,0.00401933377021094,0,0.00437408278446425,0,0.00340826504136493,0,0,0,0,0,0.00592512686574161,0,0,0,0,0,0.00376418039571729,0,0.00339181423787546,0,0,0.00287914871981765,0,0,0.00468570317362951,0,0.00208393764054812,0,0,0.00311321945975842,0,0,0,0,0,0,0.00674869217698837,0,0,0,0,0.00637833221197888,0,0,0,0,0,0.00638362036646252,0.00356706942756622,0.00251720698398439,0.00740943247324246,0,0,0,0,0,0,0,0,0.00288239020354962,0,0.00822564850242901,0,0.00459619337112459,0,0,0,0.00410819046952555,0,0,0.00282949598397857,0,0,0,0,0,0
"QBC-264",0,0.0125227533178767,0,0,0,0,0,0.00292592574628324,0,0,0.00276024448268482,0,0,0,0,0,0,0.00685438888076165,0,0,0.00457104902325325,0,0.5,0,0,0,0,0.00358291913618437,0,0,0.00659384713924201,0.00390241271380495,0.00256294245043149,0,0.00371312521561463,0,0.00327306649506464,0,0.0065541294022282,0,0,0,0,0.00440125656275724,0,0.00434482159938397,0.00213841786127005,0.00208967362667762,0.00371424680191516,0.00302984502323637,0.00344809565822617,0,0,0,0,0,0.00705756753349473,0,0,0,0,0.00221376007700339,0.00267654700249144,0,0,0.00219939992615325,0,0.00357812032945496,0,0,0,0.00347366991792471,0.00235794355228859,0,0,0.00502444497270197,0,0,0.00655875654796142,0,0,0.00356055543767943,0.00265359973201925,0.00371317508655785,0,0,0,0,0.00294529314098714,0.00543056888460121,0.00272300737652182,0.00400038514836588,0,0,0.00281703420010664,0.00631254366027125,0,0.00182177064793491,0,0.003828055678423,0.00353762516520871,0,0,0,0.00337077039752065,0,0,0.00250234985416821,0.00664197636071078,0,0,0.00312905646651549,0,0,0.0034349357933929,0.00284473132134743,0,0,0,0,0.0025364002272497,0,0,0,0.00348438261626951,0,0.00329167813859876,0.00444703272983956,0,0.00404467140059093,0,0,0,0.00209417881629194,0.00505749376434512,0.00442412624165972,0,0,0.00332369093778358,0.00241879385699933,0.00245710445221733,0,0.00174945222806739,0,0,0,0.00301733241494896,0,0,0.00502480400977682,0,0,0,0,0,0
"QBC-286",0,0,0,0.0030142573261375,0,0,0.0262032310916456,0.00370963632794005,0,0,0,0,0,0.0228947991412975,0,0,0,0.00371227893743397,0,0,0.00885344160922117,0,0,0.5,0,0,0,0.0064848907742941,0,0,0.00230583668578199,0.00376659110782372,0,0,0.021673161457937,0,0.0058544227669789,0,0,0,0,0,0,0.00473585555897583,0,0.00551041036183091,0,0.00310326348375361,0.0104899071759613,0.00333712084968377,0.0140283133436021,0,0,0,0,0,0.0115471443766874,0,0.00246859127891478,0,0,0.0103508349574348,0.023587468223771,0,0,0,0,0.0488249387999519,0.0178792617110671,0,0,0.00871301272964677,0,0,0,0.0208075966679269,0,0,0,0.00486691134900601,0,0.00216427162886753,0.00469075225701948,0.00677422573048524,0,0,0,0,0.0240241775901417,0,0,0.00163805965489951,0,0,0.0182706489321527,0.0017463009190762,0,0,0.019997060443727,0.00265502012375882,0,0,0,0,0,0,0,0.0249994005403042,0,0,0,0.006261032233844,0,0,0.0199714575061978,0.00371413198213069,0,0,0,0.00234456568050532,0,0,0,0,0.0284039733740199,0,0.00218376531666522,0,0.0260890727248176,0,0,0,0,0.0280130824841292,0.00381483103255059,0.0211608298527831,0,0,0,0,0.00278337517538461,0,0.00612088225628626,0,0,0,0.00213218603381004,0,0,0.00371627020380137,0.00371266940986295,0.0257667755538692,0,0,0,0
"QPRC-012",0,0,0,0,0.0131257995707514,0,0,0,0.00875995146157544,0.00371546877684453,0,0,0,0,0,0,0,0,0,0.00371607333670066,0,0,0,0,0.5,0,0.0052067828327592,0,0,0.00267662579975557,0,0,0,0,0,0.00370902362403408,0,0.00854000427066137,0,0.00635193750155521,0.00821728913572789,0,0,0,0.00371272990992063,0,0.00538732732428532,0,0,0,0,0,0,0,0.00282179336177168,0.00795543306029392,0,0,0,0.00327168659201603,0.00640418671386567,0,0,0.00349849669569677,0,0,0,0,0,0.00880683337242883,0.00472005029054099,0,0,0,0.00880437762285315,0,0,0.00233792821452827,0,0,0.0102271373298233,0,0,0,0,0.00371344346465188,0.0063423176841249,0,0,0,0,0,0.0100274036802583,0.00297415748426368,0,0,0.00338322063701336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140496128888184,0,0.00665273449841058,0,0,0.0101027445974806,0,0.0109215069562427,0,0,0,0,0.00724614810522081,0,0.00289263258710124,0,0,0,0,0.012159536695579,0,0.00412858226534576,0,0,0,0,0.00657298684445191,0,0,0,0,0,0,0.00147762164657645,0,0,0.00355489672621493,0,0,0,0,0,0,0,0.00259341419324724
"QPRC-106",0,0.00248937713895955,0,0,0,0,0,0,0,0,0.00454612987111133,0,0.00209179200325585,0,0,0,0.00291269157415105,0,0.0046293809953575,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.00281086177202518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188288532347526,0,0,0,0,0,0,0.00503983659647413,0,0,0.00203490229873613,0,0,0,0,0.00347941107978971,0,0,0.00313350148979348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013611860017165,0.00169594514151026,0,0,0,0,0,0,0.00333267559449766,0,0,0,0,0,0,0,0,0.00185736986469758,0,0,0,0.00547391829049723,0.00360706036761567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356285434541009,0,0,0,0,0.00305310626295128,0,0.00251192135303655,0,0,0,0,0,0,0,0,0.00159342901161059,0,0,0
"QBC-205",0,0,0,0,0.0105251738172865,0,0,0,0.0095267493352189,0.00416038658897252,0,0,0,0,0,0.00109172413537158,0,0.00368561658107517,0,0.00644479313166413,0,0,0,0,0.0052067828327592,0,0.5,0,0,0.00224364824349037,0,0,0,0,0.000954451447898425,0.00531623690782603,0.00148598538011305,0.00408931375552042,0,0.00995162419492844,0.00867729061234799,0.00467765300824433,0,0,0,0,0.00685835869393916,0,0,0.00298131458429344,0,0,0,0,0.00252437424796796,0.00691264445908885,0,0,0,0,0.00422501680765141,0.00118949762685717,0,0.00278998307918137,0,0,0,0,0,0.00977336740761531,0.00462525016137343,0,0,0,0.00521480227947334,0,0,0.00402433861803561,0.00109678072791862,0,0.00591517571525986,0,0,0,0,0.00205470499309195,0.00761623770029588,0,0,0.00103031739375147,0,0,0.0032696607743937,0.00372598603608457,0,0.00279572914761563,0.00297299804087632,0,0,0,0,0,0.00341965206396664,0,0,0,0,0,0,0,0,0.00199453449946009,0,0.00500781473927406,0,0,0.00742865742589796,0,0.00780920609530251,0.00136132383473783,0,0,0,0.00404119400574927,0.00124431083697618,0,0,0,0,0,0.00575985430111848,0,0.00512165080843521,0,0,0,0,0.00869926583745524,0,0,0,0,0,0,0,0,0.00162980769381699,0,0,0.00347406160471063,0,0,0,0,0,0.00493629060785714
"QBC-046",0,0.00354503316569946,0.00684568759553479,0,0,0,0.00371018492513481,0.0037133270737314,0,0,0.00370814648993849,0,0,0.00437125708249543,0,0,0,0.00244727649833369,0,0,0.0069143577135716,0.00365427735688975,0.00358291913618437,0.0064848907742941,0,0,0,0.5,0,0,0,0.00357573584744296,0.0041529320853746,0,0.0028342881237475,0,0.00417088578636833,0,0.00249612728945349,0,0,0,0,0,0,0.00200051155661487,0,0,0.018241204634795,0.00371356585394505,0.00339648535336898,0,0,0,0,0,0.00260957169815864,0,0.0037151354730279,0,0,0.00647332407326231,0.00251028571580913,0,0,0,0,0.00267389169656602,0,0,0,0,0.00656780786286436,0,0,0,0,0,0.00351427254243963,0.00558018192615249,0,0.00293576928235963,0.00371580867445082,0.00371550718807087,0,0,0,0,0.00157039782946342,0.00357829399164867,0.00902708374841497,0.00498711523874641,0,0,0,0.00442382001680785,0,0.00325813870550866,0.00260529716334037,0.00218747926483921,0.00383006715813595,0,0,0.0223240525827355,0.00436316618535927,0,0,0,0.0109439578094432,0,0,0,0,0,0.00370974755351719,0.0123192995845515,0,0,0,0,0,0,0,0,0.00226555622178414,0,0.00254591776701299,0.00542885062520917,0.0039770833437103,0.00383969317787602,0,0,0,0,0.00398498257900194,0.00371223215030908,0,0,0.00315348090395638,0,0,0,0.00473006386575885,0,0,0,0.00636181071883511,0,0,0,0,0.00292913132837573,0,0,0,0
"QBC-018",0.00369194873744282,0,0,0,0,0.0100949619127063,0,0,0,0.00503041596106042,0,0,0.0326637072897442,0,0.0228838190636895,0,0.0492287447365699,0,0.0484283102961102,0,0,0,0,0,0,0,0,0,0.5,0.00719305224643054,0,0,0,0.0352376082361269,0,0.00132887779272035,0,0,0,0.00426081907929836,0,0.00893770407926781,0,0,0,0,0,0,0,0,0,0.0262130452453136,0,0.0169070087165235,0.00959049391344452,0,0,0,0,0,0,0,0,0,0.0364772221211963,0,0,0,0,0,0,0,0,0.0466871056518487,0.00147141716660415,0,0.0379043801557147,0,0,0,0,0,0,0,0.0452159326964242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637186179090053,0,0,0,0,0,0,0,0,0.0111428062466216,0,0.00233502646536249,0,0,0,0,0.0479913423914733,0,0,0,0.0379088442483507,0,0,0,0.00616015628571227,0,0,0,0,0,0,0,0,0,0,0.0138233373603619,0.00260992712700292,0,0,0,0.0429948891744928,0,0.0446683855764958,0.00612394523786267,0.021195605439178,0,0,0.00983829786869967,0,0,0,0.00802663073273,0,0,0.00766303931248273
"QBC-170",0.00191349655779336,0,0,0,0.00371111086520108,0.00593627625068504,0,0,0.00665300965010183,0.00405888708989937,0,0,0.00818969367363053,0,0.00872272973993328,0,0.00641235441127937,0,0.0134722159644304,0.0039107063202149,0,0,0,0,0.00267662579975557,0,0.00224364824349037,0,0.00719305224643054,0.5,0,0,0,0.00606903444983619,0,0.00371112136532046,0,0.00348510551136644,0,0.00880225398806377,0.00850283861694157,0.00343816027701545,0,0,0,0,0.00333154915768682,0,0,0,0,0.0103001914824894,0,0.0116192410992651,0.00179042850164101,0.00786656506990547,0,0,0,0,0.00371690509843778,0,0,0,0.00435634682503411,0,0,0,0,0.00682383569623462,0,0,0,0.00918187449939508,0.00371420408715561,0,0.00591215241450989,0,0,0,0.00370842853685178,0,0,0,0.00655265857493578,0.00344840712889787,0.00208765338586905,0,0,0,0,0,0.00403364151904047,0.00594098252064312,0,0,0.00291502417437156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188969411570099,0,0,0.00370869489659871,0,0,0.00410312721304062,0.00885010604558422,0.00930753494637192,0,0,0.00371552989239517,0,0.00310145748037536,0,0.00470737449402179,0,0,0,0,0.00907779012181973,0,0.00684007921860127,0,0,0,0.00309772271242861,0.00570600037294686,0,0,0,0.00762718233393663,0,0.00541471425396093,0.00420469070468009,0.00220900925292702,0,0,0.00214726973796341,0,0,0,0.00326046951045211,0,0,0.00197421350357838
