"","QBC-092","QBC-256","QBC-107","QBC-171","QPRC-110","QBC-240","QPRC-019","QBC-183","QBC-086","QPRC-039","QBC-232","QPRC-104","QBC-119","QBC-269","QBC-247","QBC-031","QBC-268","QBC-173","QBC-210","QPRC-108","QPRC-115","QIGR-005","QBC-264","QBC-286","QPRC-012","QPRC-106","QBC-205","QBC-046","QBC-018","QBC-170","QBC-174","QBC-035","QBC-064","QBC-179","QBC-280","QBC-166","QBC-267","QBC-015","QPRC-101","QBC-242","QBC-241","QBC-038","QBC-008","QBC-229","QPRC-047","QBC-080","QPRC-008","QBC-260","QBC-298","QBC-095","QPRC-064","QBC-003","QBC-294","QBC-270","QBC-058","QBC-207","QPRC-005","QBC-243","QBC-049","QIGR-026","QBC-239","QBC-200","QBC-051","QBC-178","QBC-017","QBC-139","QBC-062","QPRC-059","QBC-252","QPRC-025","QBC-078","QBC-262","QBC-204","QPRC-010","QPRC-021","QPRC-096","QPRC-116","QBC-251","QBC-213","QBC-303","QBC-002","QBC-263","QPRC-060","QBC-023","QBC-255","QPRC-102","QPRC-003","QPRC-006","QPRC-041","QBC-203","QBC-223","QBC-246","QBC-284","QBC-289","QPRC-048","QBC-272","QBC-167","QBC-105","QBC-141","QBC-261","QBC-299","QBC-192","QBC-001","QBC-287","QBC-036","QBC-254","QBC-053","QPRC-009","QBC-257","QBC-212","QBC-165","QPRC-007","QBC-054_r1","QBC-258","QPRC-120","QBC-222","QBC-233","QBC-043","QBC-024","QPRC-111","QBC-020","QBC-244","QBC-206","QBC-216","QPRC-013","QBC-014","QBC-285","QIGR-009","QBC-126","QBC-016","QPRC-004","QBC-077","QBC-228","QBC-201","QBC-276","QPRC-042","QBC-159","QBC-044","QPRC-105","QBC-296","QBC-209","QBC-250","QBC-235","QBC-265","QBC-113","QBC-019","QBC-277","QPRC-095","QBC-068","QIGR-042","QBC-288","QBC-211","QBC-104","QPRC-098","QBC-278","QBC-197"
"QBC-174",0,0.00327939019411895,0,0,0,0,0.00214305777487946,0.00620954237936208,0,0,0.00326054855805966,0,0,0.00122775685275702,0,0.00371441454721575,0,0.013267255020398,0,0,0.00371041702204259,0,0.00659384713924201,0.00230583668578199,0,0,0,0,0,0,0.5,0.00460139460068102,0,0,0.00167577806835825,0,0.003296607107606,0,0.0163985505266298,0,0,0,0,0.003575233343699,0.00248421433695986,0.00235764551185301,0,0.00371413995714766,0.00692124452807468,0.00528478811838548,0,0,0,0,0,0.00255480799187679,0,0,0,0,0,0.00242885014667963,0.00370933284691759,0,0,0.00261869017220005,0.00281994188276535,0.00325999127447978,0,0,0,0.00896070145470016,0.0040714710596254,0,0,0.00370658586726683,0,0,0.00371740049554708,0.00367779322276395,0,0.00248891401353442,0.00286682121026148,0.00611767471539804,0,0,0,0,0.00319882951139965,0.00371578487057473,0,0.00371047628572659,0,0,0.00328147954995445,0.00408255070584893,0,0.006374167119128,0.00371149658285392,0.00346911734345615,0,0,0,0.00371152757092208,0.00333011222397963,0.00269599993511316,0,0.00371169766811165,0.00584165169397435,0,0,0.00371603834873511,0,0,0,0.00350118346544984,0,0,0,0.00236927598326971,0.00176412174925642,0,0,0,0.00302745963578183,0,0,0.00406033901378576,0.00338857976157746,0,0,0.00440674851811211,0,0.00193966083401296,0.0022168025832533,0.00212467542156954,0,0,0.00124512283022796,0.00311942051585569,0.00499193836963125,0,0.00530584868697626,0,0,0,0.00187317879104772,0,0,0.00536516458518722,0,0.00319346088024546,0,0.00247718395208243,0,0
"QBC-035",0,0.00409300604631902,0.00493343603511548,0,0,0,0.00185504700371252,0.0108902637391989,0,0,0,0,0,0.00318187345746595,0,0,0,0.00371200451801336,0,0,0.0188176823417182,0.00253162741893493,0.00390241271380495,0.00376659110782372,0,0,0,0.00357573584744296,0,0,0.00460139460068102,0.5,0,0,0.012737537781993,0,0.0384217345127184,0,0,0,0,0,0.00120006572193546,0.00369228794309038,0,0.00782551887727834,0,0.00835502814591959,0.00667884438156091,0.00218800489585935,0.00959215048913364,0,0.00184756954376216,0,0,0,0.00422161895096335,0,0.00324674480782552,0,0,0.0115854045811324,0.00763693201690542,0,0,0.00244827153505127,0,0.00474850995090759,0.00442993474220993,0,0,0.00371630162119285,0.00371155003812208,0,0,0.00334641237951583,0,0,0.00872760468737343,0.007855640560825,0,0.00863869303156945,0.00944622730096013,0.00592891588963734,0,0,0,0,0.0096885264121011,0.00437233800707716,0,0.00407765256784127,0,0,0.00761946115132067,0.00331972679220367,0,0.00454944086844583,0.00371846085555825,0.00208438352020454,0.00551634841274286,0,0,0.00371483071007258,0,0.00300474353719197,0.00224237663050078,0.00605785317657028,0.00827807009358659,0,0,0.00856811329130699,0,0,0.00285261511867414,0.0141466426461432,0,0,0,0.0014580374159432,0,0,0,0,0.00646104524308944,0,0.00809987938910121,0.00278143165040675,0.00370970554824406,0.00277859706236411,0,0.00274476793340808,0,0.00680148372478231,0.00241215742602282,0.00651776819909907,0,0,0,0,0,0,0.00371188955027479,0,0,0,0.0024833880608837,0,0,0.00339098899745008,0,0.00371714490637944,0,0,0,0
"QBC-064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016372246829696,0,0,0.00256294245043149,0,0,0,0,0.0041529320853746,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00166877127004961,0,0,0,0,0,0.00144672284615601,0,0,0,0,0,0.00239319349376232,0,0,0,0,0,0.00221858477615232,0,0,0,0,0,0,0,0,0.00272980720161817,0,0,0,0,0.00189351596855811,0,0,0,0.00431984598214538,0,0.00289160336528588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336548967518869,0.00163445317334868,0,0,0,0.0024100086777808,0.00234321429329488,0,0,0.00207776276261948,0,0,0,0,0,0,0,0,0,0.00208235162711055,0,0.00335014315106788,0,0,0,0,0,0,0.0154011015774137,0,0,0,0,0,0,0,0,0,0,0,0,0.00204296522750208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QBC-179",0,0,0,0,0,0.00820111494210986,0,0,0,0.00323688483082282,0,0,0.0372135054936538,0,0.0311320808682378,0,0.0582377376025481,0,0.0538662060332259,0,0,0,0,0,0,0.00281086177202518,0,0,0.0352376082361269,0.00606903444983619,0,0,0,0.5,0,0,0,0,0,0,0.00211795761289324,0.0128449221002469,0,0,0,0,0,0,0,0,0,0.0260405621975351,0,0.0258790024779541,0.00914050485581995,0,0,0,0,0,0,0,0,0,0.0377085835789405,0,0,0,0,0,0,0,0,0.0587666225895248,0.00164403691945928,0,0.0491909963501558,0,0,0,0,0,0,0,0.059146597748545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054653196746016,0,0,0,0,0.00176233016489273,0,0,0.00132973084071689,0.0110510194030749,0,0.00470370134650926,0,0,0,0,0.0614927338775519,0,0,0,0.047544462710994,0,0,0,0.00494927091843229,0,0,0,0,0,0,0,0,0,0,0.0148167432374085,0.00193481307710253,0,0,0,0.0539300130534898,0,0.0540761004125651,0.00137149264018867,0.0299678606524724,0,0,0.0100650666196991,0,0,0,0.0101687072275748,0,0.00147403017574709,0.00879137578879212
"QBC-280",0,0.00589182596301795,0,0.00943348266770926,0,0,0.0245919103294012,0.0129753877703071,0,0,0.00371155629160722,0,0,0.0366795157712638,0,0,0,0.00352977328777365,0,0,0.00395181931120489,0,0.00371312521561463,0.021673161457937,0,0,0.000954451447898425,0.0028342881237475,0,0,0.00167577806835825,0.012737537781993,0,0,0.5,0,0.00486417399952481,0,0,0,0,0,0,0,0,0,0,0,0.011383811346511,0.00321883080300775,0.0342887793792448,0,0.00356800793755997,0,0,0,0.0233515919081852,0,0,0,0,0.00498558517059073,0.0247113315527634,0,0,0,0.00355639750162261,0.0211551308113714,0.0148422052619104,0,0,0.00371085372897835,0,0,0,0.0250245897499971,0,0,0,0.00371596313987258,0,0,0.00285371813559187,0.0098702061251668,0,0,0,0,0.0217189045927503,0.00222338076594409,0.00187189674234055,0.00275694045952586,0,0,0.0288298803412604,0.00319417996299729,0,0.00157645581952544,0.0279093977351315,0,0,0,0,0,0.0027425895586155,0,0,0.0171154398817695,0,0,0,0,0,0,0.0355738958028943,0,0,0,0,0.00498418595200796,0,0,0,0,0.0272350891916174,0,0,0,0.0284106827226336,0,0,0,0,0.0457662853644509,0,0.0242341788190989,0,0,0,0,0,0,0.0123817187988838,0,0,0,0,0,0,0.00707900600222115,0.0221958292011095,0.0207415474270881,0,0,0,0
"QBC-166",0,0,0,0,0.00213525894467565,0,0,0,0,0,0,0,0,0,0,0,0.00160051754233711,0,0,0,0,0,0,0,0.00370902362403408,0,0.00531623690782603,0,0.00132887779272035,0.00371112136532046,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263064115770992,0,0.00234268634451119,0.00160614270620949,0.00248931680387802,0,0,0,0,0.00236688698933956,0,0,0,0,0,0,0,0,0,0,0,0,0.00238244286433937,0,0,0,0,0,0,0,0,0,0,0,0.00263329880429417,0,0,0,0,0.00222281814213684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214183600533334,0,0,0,0.00183826281397177,0,0,0,0,0,0,0.00261827718933266,0,0,0,0,0,0.00162587496326256,0,0.00208859611506741,0,0,0,0,0,0,0.00321223572640092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234944331815067,0
"QBC-267",0,0.00561281547660266,0.00258727901835446,0,0,0,0.00372108848439962,0.00286704508876096,0,0,0,0,0,0,0,0.00467790670599269,0,0.00715217664406655,0,0,0.0400512541475952,0,0.00327306649506464,0.0058544227669789,0,0,0.00148598538011305,0.00417088578636833,0,0,0.003296607107606,0.0384217345127184,0,0,0.00486417399952481,0,0.5,0,0,0,0,0,0,0,0,0.00415362095768759,0,0.00300283943223996,0.00673562155674254,0.00498305032779667,0.00613368072648789,0,0.00254298310076271,0,0,0,0.00408100482633245,0,0.00596225536597655,0,0,0.00455806079011152,0.00415905630977176,0,0,0.0022070184575166,0.00338221994989458,0.00367578796934351,0,0,0.00140188958032265,0.00636002427721724,0.00839907817932529,0,0,0.00289607453657473,0,0.00265449487618782,0.00330078097086197,0.00518154206902209,0,0.0100721941028236,0.00371454312429994,0.00371517863142263,0,0,0,0,0.00371328214808752,0.00802241113628196,0,0.00555486465654763,0,0,0.00250232306395341,0.00571293327597945,0,0.0020578276338589,0.00371417602306289,0.00191062990345647,0.00419690399046523,0,0,0.00329363588370743,0.00159330254052834,0,0,0.00309002750878938,0.00260089445425129,0,0.00120163605912975,0.00371150049293583,0,0,0.00435621959283773,0.00886954639789051,0,0,0,0,0.00184663002436078,0,0,0,0.0055527212941838,0,0.00516769703633616,0.00402337980685653,0.00406453160029057,0.00401724420141005,0,0,0,0.00582706534052048,0.00291819372625332,0.00430208448040409,0,0,0,0,0.00305959467166064,0,0.0034649694938221,0,0,0,0.00471207896253231,0,0,0.0093240607202445,0,0,0,0,0,0
"QBC-015",0.00461558963860268,0,0,0.00371085907288711,0.0090189008957456,0,0,0,0.00806355768696883,0.00236037814299035,0,0,0,0,0,0,0,0,0,0.00606664750006506,0,0,0,0,0.00854000427066137,0,0.00408931375552042,0,0,0.00348510551136644,0,0,0,0,0,0,0,0.5,0,0.00902068518815387,0.00630116918481871,0.0017972503853594,0,0,0.00403467668398659,0,0.0110660971506258,0,0,0,0,0,0,0,0,0.00474475631469739,0,0,0,0,0.00396283853370358,0,0,0.00784299158415076,0,0,0,0,0,0.00902776463904782,0.00441962128276275,0,0,0,0.00427099637001384,0,0,0.00198376546637842,0,0,0.0108423460870439,0,0,0,0,0.00321617847557642,0.00713896951558131,0,0,0,0,0,0.00535630642896157,0.00923766789523238,0,0,0.00806300120653048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012453295482078,0,0,0.00935501506362701,0,0.0106215857744363,0,0,0,0,0.00390790229773303,0,0.00315674957379977,0,0,0,0,0.00895079731510004,0,0.00351614625979914,0,0,0,0,0.0122896521124679,0,0,0,0,0,0,0.00266612535340392,0,0,0.0039524660336543,0,0,0,0,0,0,0,0
"QPRC-101",0,0.00372361512846883,0.00216287592032573,0,0,0,0,0.0045966675258106,0,0,0,0.00156198564205836,0,0,0,0,0,0.0210602509332904,0,0,0.00186140007356099,0.00310537004311038,0.0065541294022282,0,0,0,0,0.00249612728945349,0,0,0.0163985505266298,0,0,0,0,0,0,0,0.5,0,0,0,0,0.00370907595084844,0.00304598365416026,0,0,0,0.00646356425058137,0.00203814282835052,0.00226327713559824,0,0.00208624805452394,0,0,0,0,0,0.00370841393090645,0,0,0.0057358663420494,0.002087878866018,0,0,0,0,0.0037153010047717,0,0,0,0.0037156605593292,0.00371033656195812,0,0,0,0,0,0.00304142876718886,0.00374407671308774,0,0.00415933345754945,0.00263672365144716,0.00371268936024728,0,0,0,0,0,0.00290012294995442,0.00317866327600796,0.00257595007655064,0,0,0.00248487643096552,0.0023941169972141,0,0.00352625517970166,0,0.00392247813719689,0.00272771333979492,0,0,0,0,0.00371124305629042,0,0,0.00371122985163939,0,0,0.00319272562181099,0,0,0,0.00345646540249773,0,0,0,0.00321304593297335,0,0,0.00194103003569424,0,0,0,0.00406579299469042,0,0.00259894462064388,0,0,0,0,0.00286713959708255,0.00291868497328191,0,0,0,0,0,0.00272812634282443,0,0.0021274501868226,0,0,0,0.00329354046944473,0,0,0.00315375629530977,0.00223585622991419,0,0,0.00305488748129013,0,0
"QBC-242",0,0,0,0.0226131373947132,0.00927446245003371,0.0140969700476855,0,0,0.0106915939140116,0.00179537804375716,0,0,0,0,0.0172615952526309,0,0.000848243935496449,0,0.00159678124884665,0.00780552710527275,0,0,0,0,0.00635193750155521,0,0.00995162419492844,0,0.00426081907929836,0.00880225398806377,0,0,0,0,0,0,0,0.00902068518815387,0,0.5,0.0445573456304404,0.0239100410220718,0,0,0,0,0.00811369650303713,0,0,0,0,0.00373603092048131,0,0,0.00727381508263002,0.00936481074490833,0,0,0,0,0.0102505722463362,0,0,0.00325817201657881,0,0,0,0,0,0.0111449551290616,0,0,0,0,0.0403405273625073,0,0,0,0,0,0.00513743530076128,0,0,0,0,0.00744456057468767,0.0114622360174705,0,0,0,0,0,0.00780598925456025,0.0072769163668793,0,0,0.0109230386372812,0,0,0,0,0.00154348992606721,0,0,0,0,0,0,0,0,0,0,0.00545128392055229,0.00697170042743408,0,0,0.0164991572254066,0.0009144867858882,0.00975143400042493,0,0,0,0,0.00949708299785238,0,0.0126943151747181,0,0,0,0,0.0372546068050738,0,0.0101254259105374,0,0,0,0,0.0441642777489033,0,0,0,0,0,0,0.00815800185577864,0,0,0,0,0,0,0,0.00419585664226992,0,0,0.00340603568715057
"QBC-241",0,0,0,0.0180456763753199,0.0146245738518789,0.0195091200300022,0,0,0.00825844640039286,0.00324168014214733,0,0,0.00567340178221496,0,0.0171223207468237,0,0,0,0,0.0114426916459617,0,0,0,0,0.00821728913572789,0,0.00867729061234799,0,0,0.00850283861694157,0,0,0,0.00211795761289324,0,0,0,0.00630116918481871,0,0.0445573456304404,0.5,0.0243756903811959,0,0,0,0,0.00451480128183438,0,0,0,0,0.00369545984696963,0,0,0.00815447969452316,0.00915380911922304,0,0,0,0,0.00660599141982859,0,0,0,0,0,0,0,0,0.0117180069528398,0,0,0,0,0.045072284752718,0,0,0.00126744201213512,0,0,0.00830643465289382,0,0,0,0,0.00542076728625073,0.00810869137567354,0,0,0,0,0,0.00552804202025479,0.00629599800366212,0,0,0.00564050435251326,0,0,0,0,0.00295618326259159,0,0,0,0,0.00218881091520478,0,0,0,0,0,0.00554979834746603,0.00889203643228393,0,0,0.0156075219066374,0,0.011145119802976,0,0,0,0,0.00676193241609654,0,0.0137878255235276,0,0,0,0,0.0422156332363077,0,0.00481057400688041,0,0,0,0,0.0432988706973714,0,0,0,0,0,0.000594821476457561,0.00808597809439628,0,0,0.00202006766844578,0,0,0,0,0.00177401685936414,0,0,0
"QBC-038",0,0,0,0.0083586209748977,0,0.0152784444237363,0,0,0,0.00331436493687666,0,0,0.0152437684051496,0,0.015219400570108,0,0.0187446491045991,0,0.0159860275399532,0,0,0,0,0,0,0,0.00467765300824433,0,0.00893770407926781,0.00343816027701545,0,0,0,0.0128449221002469,0,0,0,0.0017972503853594,0,0.0239100410220718,0.0243756903811959,0.5,0,0,0,0,0,0,0,0,0,0.0120527283956286,0,0.0122541690755915,0.0126589090379802,0,0,0,0,0.0016581696207493,0.00158160120075188,0,0,0,0.0132650387839327,0,0,0,0,0.00305043461467574,0,0,0,0.0169034297810776,0.02039097859603,0,0.0139858545189951,0,0,0,0.0049234925321846,0,0,0,0.0146879557426743,0.00403982098823993,0.00307096894795639,0,0,0,0,0,0,0,0,0,0.00244150130048455,0,0,0,0,0.00319144364574385,0,0,0,0,0.00158307126050038,0,0,0,0.0037136856654958,0,0.00370986891435446,0,0,0,0.00791322553131981,0.0162057655021986,0,0,0,0.0104303350814981,0,0.00712982447914997,0,0.00794112935972868,0,0,0,0,0.0190707705362357,0,0.00295421923494743,0,0,0,0.00479805096208715,0.0274281162547934,0,0,0,0.0164248706702549,0,0.0162909219059727,0.0035904605431676,0.00409016926436923,0,0,0.00248111454184352,0,0,0,0.00859292082994928,0,0,0.00346972129845712
"QBC-008",0,0,0,0,0.00297426117800427,0,0,0,0,0,0.00622108425993855,0,0,0,0,0.00260598142779077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120006572193546,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.00237359400975298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467610794468571,0,0,0,0.00290563983940446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213986694391963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310883093865222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288859942826632,0,0
"QBC-229",0,0,0.00211138332355503,0,0,0,0.00370885754975464,0.00569431277419954,0,0,0,0.00309631440189097,0,0.00333719719627279,0,0.00371136733961316,0,0.00237219303612418,0,0,0.00336708044295654,0,0.00440125656275724,0.00473585555897583,0,0,0,0,0,0,0.003575233343699,0.00369228794309038,0,0,0,0,0,0,0.00370907595084844,0,0,0,0,0.5,0,0.00216175526923492,0,0.00264124413914853,0.00213969905428468,0.00278779406456278,0,0,0,0,0,0,0.00340174266604308,0,0.00180800666583896,0,0,0.00381464632802655,0,0,0,0,0.00225981802068862,0.00407069679563588,0,0,0,0.00838741559620213,0.00517348003562753,0,0,0.00246857444207702,0,0,0,0.00740151849302063,0,0.00574797168409126,0.00594127973232675,0.0071901111014656,0,0,0,0,0.00335344553362211,0,0,0.00223658276456713,0,0,0.00342800451645515,0,0,0.00309785931213189,0.00371572914840433,0.0022591091572166,0,0,0.0019917047753138,0,0.00658291442531962,0,0,0.00248895116060175,0.00154615305523064,0,0,0.00370946512254482,0,0,0.00392901069662113,0.00151352922847214,0,0,0,0,0,0,0,0,0.003937654261868,0,0.00254525048521729,0,0.00312127089312336,0.003710560689619,0,0,0,0.00217407975608408,0.00491490036435295,0.00217129241301894,0,0,0.00283444074301698,0.00434012728191103,0,0,0.00476904243952063,0,0,0,0.00265132334533395,0,0,0.00831213618130561,0.00359215685380945,0.00276386325234019,0,0.00233726065289189,0,0
"QPRC-047",0,0,0,0,0,0,0,0,0,0.00217091610345903,0,0,0,0,0,0,0,0.00462745968119141,0,0,0,0,0,0,0.00371272990992063,0,0,0,0,0,0.00248421433695986,0,0,0,0,0,0,0.00403467668398659,0.00304598365416026,0,0,0,0,0,0.5,0,0.00434911810108638,0,0,0,0,0,0,0,0,0.00677899503641041,0,0,0,0,0.00253861587651712,0,0,0,0,0,0,0,0,0.00232115352667738,0.00409319712727149,0.00231916493898412,0,0,0,0,0,0,0,0,0.00281236568073052,0,0,0,0,0,0.00215354157033249,0.00192124554829856,0,0,0,0.00371010928633568,0.00329413513794687,0.00230537382471,0,0,0.0037012263834451,0.00267179883368368,0,0.00289415081951582,0.00340731322096661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477702587342439,0,0,0,0.00162288722403301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195083571156942,0,0,0,0,0,0,0.00331767744474935,0
"QBC-080",0,0.00916099417277333,0.00810429553856382,0,0,0,0.00311335039153901,0.00362392422748103,0,0,0.00863119099810494,0,0,0,0,0.0035514132644043,0,0,0,0,0.0049673298778634,0.00532300606331642,0.00434482159938397,0.00551041036183091,0,0,0,0.00200051155661487,0,0,0.00235764551185301,0.00782551887727834,0.00166877127004961,0,0,0,0.00415362095768759,0,0,0,0,0,0.00237359400975298,0.00216175526923492,0,0.5,0,0.00396708755781168,0.00566508761598326,0.00274252062470923,0.00199015287002712,0,0,0,0,0,0,0,0.0110732652955035,0,0,0.00704875095785798,0,0,0,0.00239305232400978,0.0069198666860289,0.00226826402152017,0,0,0,0.0035491020026193,0.0122392629428549,0,0,0,0,0,0.0101833198249303,0.0027957727924191,0,0.00808307033205399,0.00259130121060742,0.0054665472876239,0,0,0,0.0019373804698977,0.00198470771886515,0.00644256586158232,0.00317368487021549,0.00387113644851482,0,0,0,0.00801482519350551,0,0,0.00259884404846669,0.00328302066348659,0.00706471984552356,0,0,0.00371013693082186,0,0,0,0,0,0,0,0.00384776613431936,0,0,0.00264883317981441,0.0123777528511845,0,0,0,0.00245789540556066,0,0,0.00224982244375453,0,0,0,0.00371779882214768,0.00881663153700885,0,0.00178931511368008,0,0,0,0,0.00671049899907672,0.00184949826143637,0,0,0,0.0013243638271133,0.00371547321992239,0,0.0101394798895543,0,0,0,0.0105979560540124,0,0,0,0,0.00281488792035996,0,0,0,0
"QPRC-008",0.00176579809222182,0,0,0.00287033750922583,0.00665923453176224,0.0028450370918203,0,0,0.00845465913630994,0.00173464047745622,0,0,0,0,0,0,0,0,0,0.00749695881195424,0,0,0.00213841786127005,0,0.00538732732428532,0,0.00685835869393916,0,0,0.00333154915768682,0,0,0,0,0,0,0,0.0110660971506258,0,0.00811369650303713,0.00451480128183438,0,0,0,0.00434911810108638,0,0.5,0,0,0,0,0,0,0,0,0.00864314258266617,0,0.00193631474255269,0,0,0.00548776731005464,0,0,0.00371165302301078,0,0,0,0,0,0.00643750238438869,0.00396608466334729,0,0,0,0.00474215378817304,0,0,0,0,0,0.00784597695275517,0,0,0,0,0.00438927282955562,0.00758664485476555,0.00184377895217436,0,0,0,0,0.00725776584393626,0.0105764102628917,0,0,0.00469708144132377,0,0,0,0,0.00144133817067872,0,0,0,0,0,0,0,0,0,0,0,0.00611515979993713,0,0,0.0100058969672409,0,0.0120334990284993,0,0.00171604896170301,0,0,0.00774611546648744,0,0.00329659763473605,0,0,0,0,0.00825380072939332,0,0.00706902622226261,0,0,0,0,0.00566048979683155,0,0,0,0,0,0,0.00335139603605309,0,0,0.00248312086429667,0,0,0,0,0,0,0,0
"QBC-260",0,0.00235804562035842,0.00926399752106545,0,0,0,0,0.00330583122112266,0,0,0.00241940119290189,0.00190223072106414,0,0,0,0.00243927841259485,0,0.00233409289771694,0,0.00291911492449872,0.00245601092131168,0,0.00208967362667762,0.00310326348375361,0,0,0,0,0,0,0.00371413995714766,0.00835502814591959,0,0,0,0,0.00300283943223996,0,0,0,0,0,0,0.00264124413914853,0,0.00396708755781168,0,0.5,0,0,0,0,0,0,0,0,0,0,0.0063227091442643,0,0,0.00468122975954699,0.00218621898966842,0,0,0.00220559384174435,0.00278289608846576,0,0,0,0,0,0.00103998803577809,0,0,0,0,0,0.00371455259476461,0.00291351561591413,0,0.00212508036861368,0,0.00345854571689957,0,0,0.00229788429013877,0,0.00274509734622652,0.00559932350262089,0.00357057033238012,0,0,0,0.00204949766226684,0,0,0.00340818435089769,0,0.00283483939770187,0.00371321055438388,0,0,0,0.00285628347227723,0,0,0,0.0128910981664697,0,0,0,0,0,0,0.00859930302900725,0,0,0,0,0,0,0.0028997048181163,0,0,0,0.0253776820016575,0.00371131518345826,0,0.00189116941891995,0,0,0,0,0,0,0,0,0.00432717095242269,0,0.00169469490525485,0,0,0,0,0,0.00338185615249664,0,0,0.00293868899934315,0,0,0,0,0,0
"QBC-298",0,0.00371012459258001,0,0,0,0,0.00782932597928284,0.00617846839561958,0,0,0,0,0,0.00494356454266251,0,0,0,0.00683761444416784,0,0,0.0192839220817492,0,0.00371424680191516,0.0104899071759613,0,0,0,0.018241204634795,0,0,0.00692124452807468,0.00667884438156091,0,0,0.011383811346511,0,0.00673562155674254,0,0.00646356425058137,0,0,0,0,0.00213969905428468,0,0.00566508761598326,0,0,0.5,0.00662198899145848,0.0102773549715862,0,0.00338177305194796,0,0,0,0.00420003064591425,0,0.00371438069481152,0,0,0.00398737874847419,0.011535581205014,0,0,0.00183332152751459,0.00442797293966383,0.00382692816627375,0.00160716884757886,0,0,0.00370694697838612,0.00535705849880703,0,0,0.00934759315536011,0,0,0.00264657004019219,0.00831367581242099,0,0.00677426630487621,0.0074576299882649,0.0133002225727753,0,0,0,0,0.010068247884309,0.00580899757125743,0.00251234475899675,0.0109818906315758,0,0,0.00916507160038197,0.0029856956958215,0,0.00655876382247449,0.0112833530514918,0.00538446460421146,0.0030396714991907,0,0,0.00205150191193359,0.00490494851451765,0,0,0.00828187298093202,0.00262746392515864,0,0,0.00302455960281422,0,0,0.00534300234024632,0.0134411885972727,0,0,0,0.00815498413724298,0,0,0,0,0.0113781765780063,0,0.00371036924035544,0.0030805364501481,0.0104524487679705,0,0,0,0,0.00819428754290676,0.00407578235212081,0.0133030097138935,0,0,0,0.00179075462194946,0.00167425719027736,0,0.00462723503507551,0,0,0,0.00348184499085055,0,0,0.0038045190099963,0.00338489446488895,0.00768598306665239,0,0.00305118672866765,0,0
"QBC-095",0,0,0,0,0,0,0.0035238555994433,0.00505463714400784,0,0,0.00243892196401092,0,0,0.00371645515062656,0,0.0192899653338345,0,0.00433379420392316,0,0,0.00477792128113194,0.00425310628471134,0.00302984502323637,0.00333712084968377,0,0,0.00298131458429344,0.00371356585394505,0,0,0.00528478811838548,0.00218800489585935,0,0,0.00321883080300775,0,0.00498305032779667,0,0.00203814282835052,0,0,0,0,0.00278779406456278,0,0.00274252062470923,0,0,0.00662198899145848,0.5,0.00315645696905699,0,0.0019782392971688,0,0,0,0.00283648945833246,0,0,0,0,0.00371237091544361,0.00704801836648037,0,0,0.00180749984475733,0.00234937327781216,0.00670135936451032,0.00366589880290775,0,0,0.0371649576994903,0.00648187519593577,0,0,0.00685277997437932,0,0,0.00460683857720924,0.0134910598911722,0,0,0.00478561764055264,0.00738410355103559,0,0,0,0.00326971143935186,0.00371395784703992,0,0.00220863377237832,0.00371451609571093,0,0,0.00371137858624858,0,0,0,0.00486693175319946,0,0,0,0.00239438435560787,0,0.00363032596516557,0,0,0.0056758043025449,0,0,0,0.00339334858250948,0,0,0.00390739337347668,0.00371480277607991,0,0,0,0,0,0,0,0,0.00218866342089529,0,0.00254488353025006,0.00371417019724881,0.00371261945112902,0,0,0.00304039155234427,0,0.00361551219506678,0.00371532870727488,0.00777983991326965,0,0,0.00242939855271794,0.00671198607605542,0.00265671745870304,0,0.00309304695469308,0,0,0,0.00373384949359596,0,0,0.00483789422716952,0,0.00757534497588503,0,0.00286074062288643,0,0
